# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================

# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	完整更新日志
object_ShopCounter	商店前台
object_NoEntrySign	标识（不准进入）
object_GymSign	标识（体育馆）
object_PhoneSign	标识（电话）
object_RestaurantSign	标识（餐厅）
object_BakerySign	标识（面包房）
object_VisitationSign	标识（探视）
object_BakeryRawProduct	烘焙产品原料
object_BakeryCookedProduct	烘焙产品
object_Flour	面粉
buildtoolbar_popup_obj_DisplayCounter	一个餐盘，用于盛放烘焙食品。
buildtoolbar_popup_obj_Oven	一个专用烹饪设备用于烹饪烘焙食物。
buildtoolbar_popup_obj_DoughMixer	将面粉（和其他隐藏的配料）做成面团，制成烘焙食品。
buildtoolbar_popup_obj_CakeStand	一个展示美味甜点的展架
buildtoolbar_popup_obj_GrassBridge	一座铺满草的桥，可以安全地通过道路。
buildtoolbar_popup_obj_DiningTableLarge	一张高品质的餐桌，可以提高就餐档次。
buildtoolbar_popup_obj_DiningTableSmall	一张高品质的餐桌，可以提高就餐档次。
buildtoolbar_popup_obj_DinerBooth	一个经典美国餐厅风格的带座位的小摊。
buildtoolbar_popup_obj_DiningChair	一把高品质的椅子，可以提高就餐档次。
buildtoolbar_popup_obj_SaloonDoor	老式沙龙风格的双开木门
buildtoolbar_popup_obj_OrnateLantern	一盏高品质的壁灯，可以提高该区域的档次。
buildtoolbar_popup_obj_Chandelier	一盏高品质的吊灯，可以提高该区域的档次。
buildtoolbar_popup_obj_NoEntrySign	一个带有不准进入标识的墙标。
buildtoolbar_popup_obj_GymSign	一个带有体育馆标识的墙标。
buildtoolbar_popup_obj_PhoneSign	一个带有电话标识的墙标。
buildtoolbar_popup_obj_RestaurantSign	一个带有餐厅标识的墙标。
buildtoolbar_popup_obj_BakerySign	一个带有面包房标识的墙标。
buildtoolbar_popup_obj_VisitationSign	一个带有探视标识的墙标。
buildtoolbar_popup_obj_WallPanel	短的独立墙板，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelWood	短的独立墙板，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelStone	短的独立墙板，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelCorner_A	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelWoodCorner_A	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelStoneCorner_A	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelCorner_B	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelWoodCorner_B	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_WallPanelStoneCorner_B	墙板的独立角件，无需清除屋内瓷砖就能创建隔离区域。
buildtoolbar_popup_obj_ShopCounter	一个用于商品交易的柜台，不需要靠墙放置。
room_Restaurant	餐厅
room_Bakery	面包房
room_TherapyRoom	会客室
d11_restaurant_work	餐厅
d11_restaurant_work_desc	指派囚犯在我们的餐厅工作，为平民顾客烹饪食物和提供上菜服务。但是他们必须要有烹饪或服务生方面的工作经验。
d11_bakery_work	面包房
d11_bakery_work_desc	指派囚犯在我们的面包房工作，为平民顾客烹饪烘焙食物。但是他们必须要有烹饪或服务生方面的工作经验。
buildtoolbar_popup_room_TherapyRoom	一个“安全空间”，供动物疗法课程以及与已释放人员交流使用。
buildtoolbar_popup_room_Restaurant	有烹饪或服务生经验的囚犯可以为平民顾客烹饪食物或负责上菜。
buildtoolbar_popup_room_Bakery	有烹饪或服务生经验的囚犯可以烤制面包和蛋糕，卖给平民顾客。
quickbuild_Therapy	会客室
quickbuild_Restaurant	餐厅
quickbuild_Bakery	面包房
quickbuild_Reception	囚犯接收处
reformprogram_AnimalTherapy	动物疗法
reformprogram_AnimalTherapy_text	囚犯通常很难控制自己的脾气或其他负面想法。通过这个课程让他们与动物建立一种纽带关系，希望囚犯能学会如何保持冷静，并在事态升级前学会克制自己。
reformProgram_ConflictResolution	冲突解决
reformProgram_ReformedPrisonerConsultation	已改造囚犯顾问
reformProgram_ReformedPrisonerConsultation_text	这个计划的理念是让一个已经改过自新的人员讲述他的经历和新生活，从而改变仍被关押囚犯的观念。
reformProgram_juvenilecorrection	三振出局计划
reformProgram_juvenilecorrection_text	只要囚犯接受过培训或能得体地服务顾客，就可以与那些有潜在犯罪倾向的平民进行交流，这样的交流对双方都有积极的影响。
reformProgram_socialtraining	三振出局培训
reformProgram_socialtraining_text	允许囚犯与无关的平民进行交流可能会让很多人担忧，但这个计划会教导囚犯哪些行为是允许的，哪些是不允许的；同时也增加了囚犯的顾客服务经验。
reformProgram_RehabilitatedPrisoner_text	这名已出狱的囚犯已经改过自新，成为了一名模范公民。除了目前的职业，他还是一名监狱顾问，利用自己的时间来帮助那些正在努力改造的囚犯。
reformProgram_Occupation	工作场所：
report_Sentences	刑期调整
sentences_tooltip_onOff	切换此选项以启用或禁用刑期调整开/关。
sentences_tooltip_resetCriteria	将调整标准重置为监狱的建议值。
sentences_tooltip_extensionValue	一旦囚犯满足刑期延长的标准，选择刑期将被延长的时间。
sentences_tooltip_reductionValue	一旦囚犯满足减刑的标准，选择减刑的时间。
sentences_description	设定调整囚犯刑期的标准，无论是因表现良好而减刑，还是因表现不良而延长刑期。\n延期和减刑都可以在一周内进行，但两种类型的调整之后都有 7 天的冷静期。
sentences_unavailable	不可用
reduction_caption	减刑值
extension_caption	刑期延长值
adjustment_criteria	调节标准
goodBehaviour_DaysInLabour	劳役天数
goodBehaviour_LoweredRate	降低再犯罪率
sentences_resetCriteria	重置标准
misconduct_tooltip_InjuredStaff	囚犯攻击任何员工达到指定次数，刑期延长。
misconduct_tooltip_InjuredPrisoner	囚犯攻击其他囚犯达到指定次数，刑期延长。
misconduct_tooltip_SeriousInjury	囚犯造成严重伤害达到指定次数，刑期延长。
misconduct_tooltip_Murder	囚犯在监狱内犯下谋杀罪达到指定次数，刑期延长。
misconduct_tooltip_EscapeAttempt	囚犯企图越狱达到指定次数，刑期延长。
goodBehaviour_tooltip_NoIncident	囚犯无事故报告达指定天数的，可获减刑。
goodBehaviour_tooltip_ProgramsPassed	囚犯通过一定量的计划，可获减刑。
goodBehaviour_tooltip_DaysInLabour	囚犯连续参加狱中劳役达到指定天数的，可获减刑。
goodBehaviour_tooltip_LoweredRate	囚犯再犯罪率降低到指定值的，可获减刑。
sentences_tooltip_criteriaMet	调整这个值，以决定囚犯必须满足什么标准才能调整其刑期。
work_and_education	工作和培训
d11_work_experience	工作经验
experience_WorkCook	烹饪经验
experience_WorkCleaner	清洁经验
experience_WorkCraftsman	工匠经验
experience_WorkLabourer	劳役经验
experience_WorkRCS	顾客服务经验
experience_WorkReform	完成该计划可以增加囚犯在*X领域 50% 的工作经验。
experience_WorkCook_desc	在该领域有 50% 经验的囚犯可以直接在厨房、餐厅或面包房工作。更多的经验也能提高他们在相关工作中的效率。
experience_WorkCleaner_desc	有相关经验的囚犯可以提高清洁工作的效率。
experience_WorkCraftsman_desc	在该领域有 50% 经验的囚犯可以直接在作坊工作。更多的经验也能提高他们的工作效率。
experience_WorkLabourer_desc	有相关经验的囚犯可以提高体力劳动工作的效率。
experience_WorkRCS_desc	在该领域有 50% 经验的囚犯可以直接参加三振出局计划和服务工作，更多的经验也能提高他们顾客服务相关的工作效率。
d11_cleaner	清洁工
d11_craftsman	工匠
d11_labourer	劳工
d11_RACS	顾客服务
experiencefactor_FactorWorkExperience	有 *X% 总工作经验
d11_reform_average_reoffending_rate_x_days	平均再犯罪率（-*X 天）
d11_reform_average_punishment_grade	平均惩罚等级
d11_reform_average_health_grade	平均健康等级
d11_reform_average_security_grade	平均安全等级
d11_reform_average_exp_grade	平均工作经验等级
d11_reform_average_reform_grade	平均改造等级
d11_reform_progrom_live	居住改造计划
d11_reform_program_places	改造计划场所数
d11_reform_program_attendance	改造计划出勤人数
d11_reform_program_pass_rate	改造计划通过率
d11_reform_released_prisoners_design_info	囚犯从你的监狱被释放后，你可以查看他们出狱后的动向，如果他们再犯罪或改过自新并成功找到工作，你的监狱会分别受到处罚或奖励。
d11_reform_prisoners_action_reformed	已改造！
d11_reform_prisoners_action_reoffended	再次犯罪！
d11_reform_prisoners_action_reoffended_returned	*X 被送回了你的监狱。
d11_reform_prisoners_outcome_reformed	他们在镇上的*X找到了工作。
d11_reform_prisoners_outcome_reoffended	他们被逮捕了，并会被送回监狱。
d11_reform_prisoners_outcome_reoffended_returned	警惕囚犯服刑时间越长就会变得越危险。
d11_reform_reformed_prisoner_rewards	已改造囚犯奖金（昨天）
d11_reform_reformed_reoffending_prisoner_fines	再犯罪监狱罚金（昨天）
d11_reform_reoffending_stats_title	再犯罪率统计
d11_reform_initial_reoffending_chance	初始再犯罪率：
d11_reform_current_reoffending_chance	当前再犯罪率：
d11_reform_reoffending_chance_delta	再犯罪率变更：
d11_reform_job_outcome_cook	餐厅
d11_reform_job_outcome_cleaner	清洁公司
d11_reform_job_outcome_craftsman	工厂
d11_reform_job_outcome_labourer	建筑公司
d11_reform_job_outcome_RAC	购物中心
d11_reform_job_outcome_default	邮局
d11_reform_required_reoffending_rate_title	假释资格门槛：
d11_reform_no_prisoners_found	未发现囚犯！
d11_all_prisoner_wages	所有囚犯的工资
d11_report_policy_wage_hint	更高的工资会激励囚犯参加狱中劳役和工作相关的计划。
d11_wage	工资
d11_adjust_wage_description	囚犯在监狱里面参加工作就会得到工资。工资可以单独调整，也可以根据工作类型整体调整。由于工作所需要的培训量不同，因此掌握更强技能的囚犯有机会得到更高的小时工资。
d11_intake_arrival_caption	新囚犯到达
d11_intake_arrival_tooltip	新囚犯到达监狱的标准时间是早上 8 点，该选项可以根据监狱的需要设定时间。
d11_intake_restrictions_caption	移除囚犯接收限制
d11_intake_restrictions_tooltip	监狱骚乱或员工罢工等棘手事件通常会阻碍囚犯的接收，直到下一次囚犯接收日期的到来。只要接收囚犯的场地未被占用，那么这个选项允许囚犯无论在何种情况下都会被送到你的监狱。
rapsheet_stint	再犯罪入狱次数
reform_reward	囚犯改造奖励
help_warning_prisonerreleased	改造计划是囚犯成功重新融入社会的关键。一些囚犯会浪子回头，开始新的生活，而另一些则会重蹈覆辙，再次犯罪。你会因囚犯改过自新得到额外的现金奖励，但一些再犯罪的囚犯可能会回到你的监狱。你不仅会因为他们的改造失败而被罚款，而且他们也可能在外面染上了更多恶习。
finances_category_reformed	改造完成的囚犯
finances_category_reoffended	再犯罪罚款
finances_category_prisonerbonus	囚犯补助金
d11_labour_management	劳役管理
d11_LabourManagementDescription	这个菜单可以对在这里工作的囚犯、劳动时间以及快速警卫部署选项进行控制。
d11_HighestSecurityLevel	最高安全级别
d11_LabourManagement_RegimeActivity_hint	在工作时间、自由时间或两者之间，选择客户可以光临时间段。
d11_LabourManagement_HighestSecurityLevel_hint	重刑犯可以在这里工作，但不能越过该房间的安全区域。
d11_LabourManagement_GuardDeployment_hint	有平民在场的情况下，在该区域快速分配警卫的方法。
d11_dollar_per_hour	$*X/小时
d11_incomplete	未完成
d11_restaurant_payment_desc	平民交易额
finances_category_civilian_commerce	平民交易额
d11_mealquality	饭菜质量
policy_staff_keys	允许员工携带钥匙
d11_report_policy_staffKeys_hint	如果启用，所有员工都会携带钥匙。\n这个选项会提高监狱的效率，\n但因为有更多的钥匙在外流动，同时也会增加额外的安全风险。
codex_new_uniformColour	制服颜色：
codex_new_defaultColour	默认颜色：
objectiveWindow_FilterButton_2_title	关于改过自新
objectiveWindow_FilterButton_2_toolTip	全新的改过自新 DLC 的帮助和信息。
objective_WorkCredentials	工作证明
objective_WorkCredentials_child_1	囚犯原有的工作证明
objective_WorkCredentials_child_1_Description	在入狱之前，即使是重刑犯也会因以前的职业而具有一定的经验。有某一领域背景的囚犯不需要参加相应的培训课程，可直接参加与他们的经验相关的工作。
objective_WorkCredentials_child_2	工作证明对囚犯的影响
objective_WorkCredentials_child_2_Description	获得某些工作证明可以赢得某些声誉，即使没有通过培训计划，在某些情况下也可以不需要培训。\n\n厨师可通过获得搏击能手和结交广泛的声誉绕过厨房安全培训。\n\n清洁工可以获得敏捷和洁癖的声誉。\n\n工匠可通过获得工作狂和搏击能手的声誉绕过工坊培训。\n\n劳工可以获得强壮和粗暴的声誉。\n\n顾客服务人员可通过获得教唆犯和传教士的声誉绕过社会工作/计划的培训。
objective_WorkExperience	工作经验
objective_WorkExperience_child_2_Description	囚犯可通过 3 种途径获得工作经验：\n\n培训计划，囚犯从 3 个培训计划（作坊安全、厨房安全或三振出局培训）中选择 1 个完成，即可在相应领域（烹饪、工匠、顾客服务）获得 50% 的经验。\n\n原有的工作证明，囚犯可能在入狱前就已经拥有相关领域的工作经验。\n\n狱中劳役，任何参加劳役工作的囚犯都会获得相关领域的工作经验。
