# =============================================================================
# {All-in-One Deluxe Edition}-yuanze31
# =============================================================================


# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================
# =============================================================================

# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新建游戏
warden_contraband_name	萨菲阿克诺娃
warden_contraband_desc	萨菲阿克诺娃的声誉无可挑剔，记录也极其干净。但在幕后，肮脏的交易和上不了台面的事对她来说一点也不奇怪。\n\n——会稍微降低发现的每件违禁品的再售价值\n——被搜查出违禁品的囚犯将被“罚款”，直接从其节省的资金中扣除
warden_contraband_desc_short	——会稍微降低发现的每件违禁品的再售价值\n——被搜查出违禁品的囚犯将被“罚款”，直接从其节省的资金中扣除
buildtoolbar_wardenlobbyist	说客
buildtoolbar_tooltip_wardenlobbyist	让你的监狱少收暴力犯罪分子
interfacetopbar_tension_calmingwarden	——典狱长会让囚犯们冷静下来
warden_consultingfee	咨询费

# =============================================================================
# Crime names
# =============================================================================

crime_bribery	贿赂
crime_aggravatedburglary	严重入室盗窃
crime_burglary	入室盗窃
crime_arson	纵火
crime_criminaldamage	刑事伤害
crime_vandalism	破坏行为
crime_possession	占有
crime_possessionintenttosupply	占有意图供应
crime_forgery	伪造罪
crime_fraud	诈骗
crime_counterfeightingcurrency	伪造货币
crime_falseaccounting	虚假会计
crime_insidertrading	内幕交易
crime_moneylaundering	洗钱
crime_aggravatedvehicletheft	严重机动车盗窃
crime_joyriding	偷车兜风
crime_dangerousdriving	危险驾驶
crime_deathbydangerousdriving	危险驾驶致死
crime_drivingunderinfluence	醉酒驾驶
crime_kidnapping	绑架
crime_falseimprisonment	非法监禁
crime_torture	拷打
crime_assault	袭击
crime_aggravatedassault	严重袭击
crime_assaultinganofficer	袭警军官
crime_greviousbodilyharm	严重身体伤害
crime_murder	谋杀
crime_attemptedmurder	谋杀未遂
crime_manslaughter	过失杀人
crime_pervertingcourseofjustice	妨碍司法公正
crime_contemptofcourt	藐视法庭
crime_drunkdisorderlybehaviour	酗酒滋事
crime_escapingfromlawfulcustody	从合法羁押逃脱
crime_perjury	伪证罪
crime_rioting	暴动
crime_espionage	间谍
crime_violentdisorder	狂暴症
crime_trafficking	贩卖
crime_armedrobbery	持械抢劫
crime_robbery	抢劫
crime_carjacking	劫车
crime_blackmail	敲诈
crime_handlingstolengoods	处理赃物
crime_videogamepiracy	视频游戏盗版
crime_indievideogamepiracy	独立视频游戏盗版
crime_shoplifting	入店行窃
crime_pickpocketing	扒窃
crime_cartheft	偷车
crime_rape	强奸
crime_grossindecency	严重猥亵
crime_voyeurism	偷窥

# =============================================================================
# Cause of death
# =============================================================================

causeofdeath_fight	在与*X的斗殴中被杀
causeofdeath_fight_weapon	被*X用*W杀死
causeofdeath_fight_prisoner	被*X谋杀
causeofdeath_fight_prisoner_weapon	被*X用*W谋杀
causeofdeath_fight_actor	被用*W杀死
causeofdeath_gang	被敌对帮派杀死
causeofdeath_gang_weapon	被敌对帮派用*W杀死
causeofdeath_fire	死于火灾
causeofdeath_escaping	试图越狱时被*X杀死
causeofdeath_escaping_weapon	试图越狱时被*X用*W杀死
causeofdeath_mauled	被警卫犬咬死
causeofdeath_snitch	因告密被杀
causeofdeath_exlaw	因曾担任执法者被杀
causeofdeath_copkiller	因曾杀害警察被警卫杀死
causeofdeath_explosion	死于爆炸
causeofdeath_electrocution	死于触电
causeofdeath_starvation	饿死
causeofdeath_virus	死于感染
causeofdeath_overdosed	服药过量
causeofdeath_bledout	失血致死
causeofdeath_riot	死于暴乱
causeofdeath_executed	被执行电刑
causeofdeath_unknown_1	死因不明
causeofdeath_unknown_2	解鎖情報功能以判斷。


# =============================================================================
# Mutators
# =============================================================================

codex_mutators_desc	变异器可以调整游戏的玩法：增加新的挑战或者游玩风格，但未必平衡。
mutators_random	随机

mutator_name_bigheads					大头模式
mutator_name_moreviolentprisoners		更暴力的囚犯
mutator_name_noviolentprisoners			没有暴力的囚犯
mutator_name_fastwalking				快速行走
mutator_name_biggerfights				更大规模的斗殴
mutator_name_morevolatileprisoners		不安定的囚犯们
mutator_name_endlesswinter				无尽寒冬
mutator_name_norevealedreps				不揭示囚犯特征
mutator_name_allrepsrevealed			揭示所有囚犯特征
mutator_name_indestructabletrees		自然保护区
mutator_name_alllegendary				大佬集中营
mutator_name_slowdeliveries				慢速递送
mutator_name_fastdeliveries				快速递送
mutator_name_extremelyneedyprisoners	需求旺盛的囚犯们
mutator_name_slowtime					时间慢慢走
mutator_name_burnthedead				烧掉死者
mutator_name_gangwarfare				帮派战争
mutator_name_massescapes				放我出去！
mutator_name_notunnels					没有地道
mutator_name_morecontraband				更多的违禁品
mutator_name_nocontrabandlimits			违禁品无限制
mutator_name_highdanger					危险地带
mutator_name_superdrugs					好爽的%$#！
mutator_name_weirdreputations			额外的特征
mutator_name_nopausing					不可暂停
mutator_name_norelease					不可释放
mutator_name_fastrelease				短暂刑期
mutator_name_acidrain					酸雨
mutator_name_permanentday				永久白昼
mutator_name_permanentnight				永久黑夜
mutator_name_spreadingtrees				野蛮生长
mutator_name_contrabanddetectors		违禁品扫描仪
mutator_name_superguards				超级警卫
mutator_name_oldschoolintake			老派接收
mutator_name_noclipstaff				幽灵员工

mutator_tooltip_bigheads	让您的囚犯变成大头！
mutator_tooltip_moreviolentprisoners	显著增加你会接收到的有暴力倾向的囚犯数量。
mutator_tooltip_noviolentprisoners	只接收没有暴力倾向的囚犯。
mutator_tooltip_fastwalking	你监狱里的每个人都行走速度加倍。
mutator_tooltip_biggerfights	让囚犯们更可能加入到打斗中，且更不可能从中退让。
mutator_tooltip_morevolatileprisoners	让你的囚犯们中大约半数具有“不安定”特质
mutator_tooltip_endlesswinter	把可怕的【暴露(在恶劣天气中)】状态带回到游戏里，把世界投进一个永恒的冻死人的冬天。（如果天气被禁用，则无效。）
mutator_tooltip_norevealedreps	你对从囚车下来的囚犯们的特征将一无所知。
mutator_tooltip_allrepsrevealed	从囚车下来的囚犯们的特征将始终可见。
mutator_tooltip_indestructabletrees	当地的保护法律要求这个地区的树木不能被砍伐。你将不得不绕开它们来建设！
mutator_tooltip_alllegendary	所有的囚犯都是“传奇”级的。祝你好运！
mutator_tooltip_slowdeliveries	你购买的每一样东西都必须通过卡车运来。
mutator_tooltip_fastdeliveries	不用再等待卡车了；一切都会直接来到你的监狱，只要你有地方给它即可。
mutator_tooltip_extremelyneedyprisoners	囚犯们的需求会大大提速。
mutator_tooltip_slowtime	让游戏时钟变慢，会导致每一天都变得更长。
mutator_tooltip_burnthedead	在你的监狱中任何被杀的人都会自燃。小心火灾。
mutator_tooltip_gangwarfare	只有帮派成员才会到达你的监狱。（如果帮派被禁用，则无效。）)
mutator_tooltip_massescapes	囚犯们更可能尝试挖出一条路来离开你的监狱。将去除任何关于越狱地道的通常限制。
mutator_tooltip_notunnels	囚犯们无法挖越狱地道。
mutator_tooltip_morecontraband	更多的违禁品将被走私到监狱里，而且囚犯们也更可能在有机可乘时偷取违禁品。
mutator_tooltip_nocontrabandlimits	去除关于能被走私进来的违禁品的类型的限制。枪？拖把？写字板？！一切皆允。
mutator_tooltip_highdanger	你监狱的危险等级总是在最高点上。你更可能得到暴力的囚犯，并且他们更可能打架斗殴。
mutator_tooltip_superdrugs	服用药物或酒精的囚犯们会随机获得一项特质，从而逐渐地让他们变得更难对付。
mutator_tooltip_weirdreputations	解锁一系列的特质，共你的囚犯们具有。这会改变他们的行为以及他们与监狱的互动方式。
mutator_tooltip_nopausing	去除你暂停游戏时钟的能力。
mutator_tooltip_norelease	囚犯们永远不会被释放；他们的刑期是永久的，而且不可假释。
mutator_tooltip_fastrelease	所有的刑期都大大缩短，意味着你的监狱中囚犯们会更快地周转。
mutator_tooltip_acidrain	将导致雨雪对在户外的任何囚犯造成伤害。（如果天气被禁用，则无效。）
mutator_tooltip_permanentday	你的监狱永远不会天黑；永远都像正午一般明媚！
mutator_tooltip_permanentnight	在这里，太阳永不升起。你的监狱会永久地在黑暗中。
mutator_tooltip_spreadingtrees	树木会扩散，并且生长得比正常的快得多。
mutator_tooltip_contrabanddetectors	金属探测器会探测出所有形态的违禁品，但会消耗5倍的电量。
mutator_tooltip_superguards	你的警卫们是同行中的精英，不会鬼混日子。他们更大、更壮、更快、而且更机警。
mutator_tooltip_oldschoolintake	很久很久以前，每天都会有一辆满载的囚车出现在你的监狱，不管你想不想要他们。欢迎回到美好的往昔！你会每一天都得到满是囚犯的巴士，无论你是否有空间接纳他们。
mutator_tooltip_noclipstaff	你的员工们能够穿墙行走。

mutator_title_extrachallenge	额外的挑战
mutator_title_extrachallenge_tooltip	这些变异器会以形形色色的方式让你的日子更不好过。有时会显著地如此！
mutator_title_lightentheload	减轻重负
mutator_title_lightentheload_tooltip	这些变异器会以某种方式让你的监狱更容易管理或者降低难度。
mutator_title_changetherules	改变规则
mutator_title_changetherules_tooltip	这些变异器改变游戏的某些基本规则。
mutator_title_somethingdifferent	别有滋味
mutator_title_somethingdifferent_tooltip	这些是怪怪的玩意儿。没啥意义，但它们会让生活更有趣。

# =============================================================================
# Attract screen
# =============================================================================

attract_pressanykey	attract_pressanykey 按任意键开始……

# =============================================================================
# Help warnings
# =============================================================================

help_warning_gangleader	一个帮派的首领当前正在被惩罚。怎么处理是你的自由，但在惩罚的过程中，该帮派的所有成员都会大闹特闹，让人不得安闲。
help_warning_deathrow	我们的第一个死刑犯刚刚到达了。我们需要确保在一个假释听证室里设置【死刑上诉】项目，以便让其进行上诉的听证。


buildtoolbar_walk_speed_Veryfast	非常快
codex_load_failed_title	加载监狱
schedule_zone_custom	自定义
room_Helipad	停机坪
interfacetopbar_tension_hoursonrollcall	+ 名囚犯们对于点名很恼火
